,Date,State,City,Crop Type,Season,Temperature (°C),Rainfall (mm),Supply Volume (tons),Demand Volume (tons),Transportation Cost (₹/ton),Fertilizer Usage (kg/hectare),Pest Infestation (0-1),Market Competition (0-1),Price (₹/ton)
201,2023-10,Maharashtra,Mumbai,Maize,Kharif,26.4,16.6,1681.92,2787.72,257.1,145.58,0.43,0.0,132.25
202,2023-11,Maharashtra,Mumbai,Maize,Kharif,37.4,35.2,674.57,3190.64,320.11,169.11,0.48,0.54,221.98
203,2023-12,Maharashtra,Mumbai,Maize,Kharif,32.4,152.2,3182.45,2048.47,406.72,183.57,0.71,0.67,3.25
204,2024-01,Maharashtra,Mumbai,Maize,Kharif,33.1,112.0,1272.29,3070.98,309.32,199.0,0.75,0.26,174.38
205,2024-02,Maharashtra,Mumbai,Maize,Kharif,17.1,133.5,927.38,2753.0,113.21,92.78,0.63,0.45,239.05
206,2024-03,Maharashtra,Mumbai,Maize,Kharif,26.4,68.1,3527.89,3296.72,296.42,249.35,0.6,0.4,85.54
207,2024-04,Maharashtra,Mumbai,Maize,Kharif,27.2,153.3,2403.53,724.23,398.08,101.88,0.66,0.52,55.33
208,2024-05,Maharashtra,Mumbai,Maize,Kharif,23.8,49.0,703.9,1669.22,300.51,236.84,0.59,0.64,121.36
209,2024-06,Maharashtra,Mumbai,Maize,Kharif,27.4,175.3,3344.17,1370.38,430.38,95.07,0.41,0.35,68.09
210,2024-07,Maharashtra,Mumbai,Maize,Kharif,28.4,115.5,1693.22,4098.61,127.07,159.58,0.92,0.16,270.95
211,2024-08,Maharashtra,Mumbai,Maize,Kharif,34.4,216.4,4508.14,2388.5,94.42,123.53,0.21,0.08,41.78
212,2024-09,Maharashtra,Mumbai,Maize,Kharif,28.3,273.1,1758.11,640.47,59.57,265.76,0.11,0.74,106.83
213,2024-10,Maharashtra,Mumbai,Maize,Kharif,26.7,12.0,1606.44,4406.08,326.98,227.12,0.44,0.26,240.75
214,2024-11,Maharashtra,Mumbai,Maize,Kharif,28.2,76.3,3279.15,4035.26,225.15,296.51,0.6,0.61,182.74
215,2024-12,Maharashtra,Mumbai,Maize,Kharif,17.1,34.1,2879.59,4437.47,321.17,165.84,0.77,0.12,167.72
216,2023-01,Maharashtra,Mumbai,Maize,Rabi,15.9,68.4,3420.67,506.64,395.44,297.43,0.56,0.53,128.88
217,2023-02,Maharashtra,Mumbai,Maize,Rabi,32.1,189.8,3809.11,1352.77,355.28,107.5,0.33,0.34,66.55
218,2023-03,Maharashtra,Mumbai,Maize,Rabi,36.8,235.8,1955.97,845.88,116.8,253.11,0.09,0.63,87.01
219,2023-04,Maharashtra,Mumbai,Maize,Rabi,39.3,120.5,2380.1,3830.34,346.57,214.91,0.48,0.39,174.96
220,2023-05,Maharashtra,Mumbai,Maize,Rabi,38.0,205.3,4136.88,3816.84,230.4,272.3,0.12,0.9,161.94
221,2023-06,Maharashtra,Mumbai,Maize,Rabi,31.2,178.4,4638.39,3734.31,56.59,188.61,0.5,0.52,152.59
222,2023-07,Maharashtra,Mumbai,Maize,Rabi,21.8,32.9,1520.44,1864.5,425.63,251.78,0.47,0.85,67.55
223,2023-08,Maharashtra,Mumbai,Maize,Rabi,26.3,174.0,3965.65,3095.73,94.79,129.11,0.81,0.03,97.94
224,2023-09,Maharashtra,Mumbai,Maize,Rabi,33.7,231.3,4396.87,1088.28,83.52,198.89,0.97,0.71,22.75
225,2023-10,Maharashtra,Mumbai,Maize,Rabi,39.9,145.0,4953.1,4021.75,492.54,109.22,0.12,0.73,42.69
226,2023-11,Maharashtra,Mumbai,Maize,Rabi,16.4,225.0,1205.56,1568.41,80.48,63.96,0.52,0.68,174.75
227,2023-12,Maharashtra,Mumbai,Maize,Rabi,28.9,51.8,2932.5,2771.5,61.6,231.28,0.21,0.35,153.16
228,2024-01,Maharashtra,Mumbai,Maize,Rabi,35.0,276.4,3496.58,3324.81,121.07,228.31,0.35,0.98,198.23
229,2024-02,Maharashtra,Mumbai,Maize,Rabi,17.1,41.0,944.84,2324.37,149.18,230.36,0.87,0.7,195.83
230,2024-03,Maharashtra,Mumbai,Maize,Rabi,30.4,70.9,4356.28,4004.66,135.79,284.64,0.22,0.63,162.05
231,2024-04,Maharashtra,Mumbai,Maize,Rabi,32.9,21.3,4614.54,709.77,338.47,148.76,0.68,0.26,174.47
232,2024-05,Maharashtra,Mumbai,Maize,Rabi,24.0,133.1,2977.25,3086.72,181.71,60.56,0.84,0.41,134.5
233,2024-06,Maharashtra,Mumbai,Maize,Rabi,17.3,118.5,3726.29,483.05,122.61,125.42,0.99,0.32,77.77
234,2024-07,Maharashtra,Mumbai,Maize,Rabi,34.8,273.4,2065.06,2693.76,100.1,214.95,0.45,0.22,191.58
235,2024-08,Maharashtra,Mumbai,Maize,Rabi,30.6,169.5,1732.53,3298.89,87.65,228.18,0.86,0.04,225.87
236,2024-09,Maharashtra,Mumbai,Maize,Rabi,30.2,214.0,1157.91,2596.0,370.21,261.92,0.53,0.7,164.6
237,2024-10,Maharashtra,Mumbai,Maize,Rabi,22.3,181.0,2344.96,582.76,218.63,202.03,0.82,0.8,4.12
238,2024-11,Maharashtra,Mumbai,Maize,Rabi,29.7,281.4,4331.43,3803.3,393.7,296.39,0.1,0.19,73.13
239,2024-12,Maharashtra,Mumbai,Maize,Rabi,28.9,31.6,903.07,3647.3,430.56,110.29,0.12,0.57,216.03
240,2023-01,Maharashtra,Mumbai,Maize,Zaid,28.4,210.0,4183.27,3536.59,209.85,53.28,0.07,0.94,147.72
241,2023-02,Maharashtra,Mumbai,Maize,Zaid,37.6,254.1,4239.17,1682.96,305.23,98.2,0.51,0.43,41.49
242,2023-03,Maharashtra,Mumbai,Maize,Zaid,21.3,163.3,1113.91,1284.11,336.58,204.62,0.7,0.48,63.81
243,2023-04,Maharashtra,Mumbai,Maize,Zaid,33.1,112.1,1856.68,440.31,413.58,215.63,0.66,0.85,38.96
244,2023-05,Maharashtra,Mumbai,Maize,Zaid,25.8,191.8,4845.86,3834.68,226.65,282.52,0.79,0.89,111.18
245,2023-06,Maharashtra,Mumbai,Maize,Zaid,16.4,256.7,4791.73,1546.04,145.64,181.33,0.73,0.08,56.71
246,2023-07,Maharashtra,Mumbai,Maize,Zaid,24.3,9.2,819.5,2146.78,93.3,69.45,0.26,0.25,194.39
247,2023-08,Maharashtra,Mumbai,Maize,Zaid,15.1,51.2,2912.67,1928.13,441.11,68.26,0.22,0.37,20.76
248,2023-09,Maharashtra,Mumbai,Maize,Zaid,36.8,142.3,510.28,2553.12,457.95,183.12,0.7,0.24,135.41
249,2023-10,Maharashtra,Mumbai,Maize,Zaid,15.2,64.5,4955.16,2874.64,276.21,226.84,0.22,0.12,18.31
250,2023-11,Maharashtra,Mumbai,Maize,Zaid,25.7,171.8,4739.92,1192.9,264.72,122.38,0.91,0.7,93.79
251,2023-12,Maharashtra,Mumbai,Maize,Zaid,33.8,61.6,4245.81,4281.91,377.2,171.33,0.24,0.15,89.9
252,2024-01,Maharashtra,Mumbai,Maize,Zaid,28.4,32.8,3484.18,2388.88,308.83,107.25,0.52,0.56,26.92
253,2024-02,Maharashtra,Mumbai,Maize,Zaid,19.0,141.2,908.58,4418.78,201.78,190.18,0.65,0.07,311.77
254,2024-03,Maharashtra,Mumbai,Maize,Zaid,34.6,93.5,3536.21,2630.7,288.38,55.53,0.82,0.4,40.69
255,2024-04,Maharashtra,Mumbai,Maize,Zaid,22.7,19.3,4029.08,4123.21,352.59,208.51,0.31,0.7,116.66
256,2024-05,Maharashtra,Mumbai,Maize,Zaid,27.8,154.8,1471.16,4444.88,187.9,90.58,0.32,0.66,328.85
257,2024-06,Maharashtra,Mumbai,Maize,Zaid,23.5,296.0,512.09,2562.96,85.1,232.88,0.28,0.19,266.47
258,2024-07,Maharashtra,Mumbai,Maize,Zaid,30.9,137.7,3933.75,2583.01,232.4,69.62,0.73,0.78,58.75
259,2024-08,Maharashtra,Mumbai,Maize,Zaid,17.4,65.3,4973.12,4372.24,428.08,191.82,0.96,0.48,43.79
260,2024-09,Maharashtra,Mumbai,Maize,Zaid,38.5,137.7,4747.35,2945.95,398.55,74.76,0.42,0.46,14.65
261,2024-10,Maharashtra,Mumbai,Maize,Zaid,38.2,29.8,788.63,4200.5,208.25,109.26,0.45,0.96,341.75
262,2024-11,Maharashtra,Mumbai,Maize,Zaid,25.9,248.3,3407.4,4403.49,491.93,161.05,0.95,0.6,131.31
263,2024-12,Maharashtra,Mumbai,Maize,Zaid,34.6,256.9,3885.81,1359.24,377.97,122.05,0.63,0.42,71.52
264,2023-01,Maharashtra,Mumbai,Maize,Post-Monsoon,25.0,227.6,3496.8,3598.54,347.37,215.13,0.05,0.37,118.11
265,2023-02,Maharashtra,Mumbai,Maize,Post-Monsoon,23.1,18.2,4597.63,1764.0,327.1,127.8,0.38,1.0,55.69
266,2023-03,Maharashtra,Mumbai,Maize,Post-Monsoon,38.2,40.3,1483.1,4324.32,371.03,70.38,0.38,0.54,248.31
267,2023-04,Maharashtra,Mumbai,Maize,Post-Monsoon,31.4,96.6,4370.9,2619.07,64.57,283.37,0.37,0.18,62.96
268,2023-05,Maharashtra,Mumbai,Maize,Post-Monsoon,39.3,174.1,621.34,1585.32,332.06,113.94,0.26,0.72,136.36
269,2023-06,Maharashtra,Mumbai,Maize,Post-Monsoon,21.8,183.7,1824.27,3595.08,104.54,146.72,0.3,0.16,253.81
270,2023-07,Maharashtra,Mumbai,Maize,Post-Monsoon,26.0,200.4,1286.02,3838.06,374.83,260.14,0.04,0.81,256.85
271,2023-08,Maharashtra,Mumbai,Maize,Post-Monsoon,21.3,168.0,3537.93,4249.43,109.5,214.14,0.84,0.89,236.47
272,2023-09,Maharashtra,Mumbai,Maize,Post-Monsoon,30.3,117.4,3156.04,2234.06,233.62,222.45,0.39,0.9,83.5
273,2023-10,Maharashtra,Mumbai,Maize,Post-Monsoon,19.3,66.8,2406.72,1985.34,486.06,208.85,0.82,0.98,15.96
274,2023-11,Maharashtra,Mumbai,Maize,Post-Monsoon,26.0,211.6,3691.74,4141.45,95.18,107.01,0.53,0.84,234.52
275,2023-12,Maharashtra,Mumbai,Maize,Post-Monsoon,24.3,65.5,4940.12,585.04,322.62,164.46,0.21,0.7,160.63
276,2024-01,Maharashtra,Mumbai,Maize,Post-Monsoon,32.3,169.2,3388.72,4422.58,470.65,181.3,0.08,0.61,151.23
277,2024-02,Maharashtra,Mumbai,Maize,Post-Monsoon,17.3,174.1,3454.07,2039.47,330.93,126.3,0.53,0.59,10.55
278,2024-03,Maharashtra,Mumbai,Maize,Post-Monsoon,36.0,214.6,2922.34,646.21,368.87,239.48,0.22,0.9,42.28
279,2024-04,Maharashtra,Mumbai,Maize,Post-Monsoon,23.5,143.0,4577.09,4399.26,282.84,101.31,0.99,0.9,138.44
280,2024-05,Maharashtra,Mumbai,Maize,Post-Monsoon,22.1,81.5,3789.47,2082.96,419.12,290.4,0.12,0.12,53.23
281,2024-06,Maharashtra,Mumbai,Maize,Post-Monsoon,20.4,252.6,4630.1,1064.29,312.55,183.99,0.08,0.26,110.03
282,2024-07,Maharashtra,Mumbai,Maize,Post-Monsoon,31.5,90.7,4152.59,2780.82,55.05,185.94,0.43,0.6,107.28
283,2024-08,Maharashtra,Mumbai,Maize,Post-Monsoon,32.6,149.7,4139.83,3720.81,60.86,292.12,0.67,0.17,151.8
284,2024-09,Maharashtra,Mumbai,Maize,Post-Monsoon,20.9,78.5,1100.65,2591.07,322.7,56.8,0.87,0.19,133.66
285,2024-10,Maharashtra,Mumbai,Maize,Post-Monsoon,33.8,175.6,1086.1,2765.5,464.94,232.24,0.92,0.6,135.72
286,2024-11,Maharashtra,Mumbai,Maize,Post-Monsoon,35.7,255.6,4351.75,4463.34,483.24,284.56,0.54,0.12,77.77
287,2024-12,Maharashtra,Mumbai,Maize,Post-Monsoon,36.9,252.6,1236.63,2986.99,152.65,65.73,0.76,0.95,266.4
288,2023-01,Maharashtra,Mumbai,Cotton,Kharif,35.9,41.8,2436.76,1008.14,350.92,112.84,0.41,0.45,30.88
289,2023-02,Maharashtra,Mumbai,Cotton,Kharif,15.3,76.4,4006.25,787.44,63.93,105.44,0.45,0.59,33.17
290,2023-03,Maharashtra,Mumbai,Cotton,Kharif,19.0,74.8,1941.7,3864.17,57.55,292.66,0.11,0.92,311.22
291,2023-04,Maharashtra,Mumbai,Cotton,Kharif,35.7,257.4,920.3,1438.2,175.64,68.2,0.06,0.64,165.65
292,2023-05,Maharashtra,Mumbai,Cotton,Kharif,32.6,27.4,4757.51,739.22,469.4,167.88,0.29,0.7,188.49
293,2023-06,Maharashtra,Mumbai,Cotton,Kharif,21.3,150.0,2736.87,4233.09,496.08,63.86,0.19,0.68,160.11
294,2023-07,Maharashtra,Mumbai,Cotton,Kharif,19.9,247.5,3913.01,2790.33,498.13,266.42,0.09,0.75,14.66
295,2023-08,Maharashtra,Mumbai,Cotton,Kharif,15.4,238.3,1453.92,2172.37,429.18,152.77,0.89,0.94,106.73
296,2023-09,Maharashtra,Mumbai,Cotton,Kharif,36.5,260.8,4046.7,2137.66,265.15,117.29,0.87,0.25,3.76
297,2023-10,Maharashtra,Mumbai,Cotton,Kharif,18.8,268.7,1905.25,3917.77,279.01,111.54,0.24,0.12,227.11
298,2023-11,Maharashtra,Mumbai,Cotton,Kharif,17.7,1.8,1729.25,1001.68,162.83,90.22,0.84,0.11,27.23
299,2023-12,Maharashtra,Mumbai,Cotton,Kharif,28.2,294.1,3061.19,466.85,351.65,130.62,0.02,0.85,48.72
300,2024-01,Maharashtra,Mumbai,Cotton,Kharif,21.0,88.2,1768.26,3747.86,392.49,217.58,0.56,0.38,177.01
301,2024-02,Maharashtra,Mumbai,Cotton,Kharif,29.2,214.5,3962.21,1423.19,284.11,101.79,0.9,0.15,66.93
302,2024-03,Maharashtra,Mumbai,Cotton,Kharif,16.8,242.0,4736.54,2322.52,168.91,65.33,0.93,0.93,30.54
303,2024-04,Maharashtra,Mumbai,Cotton,Kharif,22.2,57.3,4683.99,417.59,398.4,155.78,0.17,0.18,208.72
304,2024-05,Maharashtra,Mumbai,Cotton,Kharif,29.9,103.7,3714.95,645.96,278.35,267.09,0.87,0.89,80.59
305,2024-06,Maharashtra,Mumbai,Cotton,Kharif,39.0,127.7,4185.5,3297.9,489.5,290.24,0.08,0.49,18.2
306,2024-07,Maharashtra,Mumbai,Cotton,Kharif,31.3,26.9,4532.54,2252.37,491.57,258.11,0.73,0.17,113.58
307,2024-08,Maharashtra,Mumbai,Cotton,Kharif,15.2,79.5,2839.07,3020.15,477.43,280.99,0.21,0.19,42.52
308,2024-09,Maharashtra,Mumbai,Cotton,Kharif,26.2,115.9,3966.54,2494.0,122.62,259.24,0.13,0.14,60.7
309,2024-10,Maharashtra,Mumbai,Cotton,Kharif,36.0,113.1,984.91,2832.27,492.2,116.85,0.82,0.98,152.46
310,2024-11,Maharashtra,Mumbai,Cotton,Kharif,30.4,170.1,3092.39,2697.16,239.0,226.85,0.78,0.23,81.47
311,2024-12,Maharashtra,Mumbai,Cotton,Kharif,39.4,10.8,941.86,2863.68,333.29,67.29,0.45,0.64,185.34
312,2023-01,Maharashtra,Mumbai,Cotton,Rabi,36.8,137.1,625.28,4259.2,91.18,236.92,0.79,0.64,376.8
313,2023-02,Maharashtra,Mumbai,Cotton,Rabi,21.0,203.3,4044.1,4043.23,422.08,126.9,0.06,0.36,95.53
314,2023-03,Maharashtra,Mumbai,Cotton,Rabi,24.4,268.4,3955.83,3916.3,268.96,187.55,0.5,0.09,121.88
315,2023-04,Maharashtra,Mumbai,Cotton,Rabi,17.0,172.8,2074.01,1189.78,356.44,83.08,0.23,0.19,1.77
316,2023-05,Maharashtra,Mumbai,Cotton,Rabi,36.0,23.7,3332.02,1909.27,278.39,50.55,0.39,0.09,10.2
317,2023-06,Maharashtra,Mumbai,Cotton,Rabi,33.0,272.0,1965.66,1217.93,251.4,292.94,0.05,0.7,79.35
318,2023-07,Maharashtra,Mumbai,Cotton,Rabi,28.0,222.6,1345.03,2204.21,354.28,102.62,0.13,0.78,145.02
319,2023-08,Maharashtra,Mumbai,Cotton,Rabi,21.7,7.0,889.41,1944.51,136.43,154.84,0.07,0.8,194.36
320,2023-09,Maharashtra,Mumbai,Cotton,Rabi,21.5,248.6,1535.34,2781.16,127.41,154.97,0.76,0.03,195.15
321,2023-10,Maharashtra,Mumbai,Cotton,Rabi,36.1,224.2,3290.61,3253.61,132.19,192.22,0.7,0.77,177.71
322,2023-11,Maharashtra,Mumbai,Cotton,Rabi,18.0,135.2,2030.76,1734.31,61.25,156.05,0.55,0.4,127.61
323,2023-12,Maharashtra,Mumbai,Cotton,Rabi,38.2,200.1,4445.9,3640.09,284.68,58.59,0.43,0.06,69.16
324,2024-01,Maharashtra,Mumbai,Cotton,Rabi,18.6,220.6,4179.19,1628.84,145.86,61.28,0.34,0.6,10.28
325,2024-02,Maharashtra,Mumbai,Cotton,Rabi,36.9,28.2,4734.89,3946.97,226.87,91.65,0.23,0.83,118.58
326,2024-03,Maharashtra,Mumbai,Cotton,Rabi,24.0,19.6,737.17,1083.76,412.34,293.83,0.82,0.19,15.16
327,2024-04,Maharashtra,Mumbai,Cotton,Rabi,22.7,126.8,2065.81,4401.73,147.75,107.85,0.31,0.89,316.03
328,2024-05,Maharashtra,Mumbai,Cotton,Rabi,23.3,233.4,1488.12,2873.27,167.96,60.45,0.61,0.54,219.13
329,2024-06,Maharashtra,Mumbai,Cotton,Rabi,36.8,61.0,3246.38,1103.75,291.83,242.64,0.28,0.37,46.25
330,2024-07,Maharashtra,Mumbai,Cotton,Rabi,27.7,59.7,2546.6,2203.95,183.78,93.29,0.82,0.43,88.42
331,2024-08,Maharashtra,Mumbai,Cotton,Rabi,35.2,257.1,2517.87,2458.84,477.45,192.86,0.51,0.65,58.04
332,2024-09,Maharashtra,Mumbai,Cotton,Rabi,39.1,36.9,2750.19,1817.75,480.91,225.96,0.78,0.19,49.13
333,2024-10,Maharashtra,Mumbai,Cotton,Rabi,20.5,60.1,3697.36,1540.94,301.52,280.21,0.71,0.48,47.55
334,2024-11,Maharashtra,Mumbai,Cotton,Rabi,31.6,282.0,2712.91,2641.28,454.35,65.8,0.62,0.09,39.56
335,2024-12,Maharashtra,Mumbai,Cotton,Rabi,18.1,225.4,3959.51,1867.73,315.23,158.07,0.53,0.09,41.74
336,2023-01,Maharashtra,Mumbai,Cotton,Zaid,32.7,294.2,3069.83,4173.5,129.9,52.69,0.04,0.36,252.84
337,2023-02,Maharashtra,Mumbai,Cotton,Zaid,39.7,147.9,4389.69,1984.34,324.14,250.81,0.93,0.38,54.69
338,2023-03,Maharashtra,Mumbai,Cotton,Zaid,33.2,111.1,3344.75,4178.39,401.93,117.16,0.84,0.53,132.12
339,2023-04,Maharashtra,Mumbai,Cotton,Zaid,19.5,242.4,1855.24,3950.09,304.12,53.78,0.19,0.15,224.35
340,2023-05,Maharashtra,Mumbai,Cotton,Zaid,18.9,261.7,4117.7,2202.27,462.36,98.17,0.39,0.05,65.78
341,2023-06,Maharashtra,Mumbai,Cotton,Zaid,18.8,187.8,1759.4,3648.33,317.99,182.28,0.16,0.54,218.36
342,2023-07,Maharashtra,Mumbai,Cotton,Zaid,28.7,158.9,2562.82,989.32,269.62,161.42,0.08,0.89,24.76
343,2023-08,Maharashtra,Mumbai,Cotton,Zaid,27.5,214.3,1313.45,2416.79,78.52,153.01,0.58,0.24,207.28
344,2023-09,Maharashtra,Mumbai,Cotton,Zaid,20.4,247.8,1536.47,2229.53,485.03,202.29,0.4,0.47,78.09
345,2023-10,Maharashtra,Mumbai,Cotton,Zaid,37.7,84.9,2803.57,3998.72,226.26,94.03,0.71,0.59,203.18
346,2023-11,Maharashtra,Mumbai,Cotton,Zaid,26.2,115.3,1172.85,4222.03,458.32,289.87,0.42,0.58,236.77
347,2023-12,Maharashtra,Mumbai,Cotton,Zaid,18.9,102.4,4792.85,4469.78,398.31,83.85,0.39,0.39,79.47
348,2024-01,Maharashtra,Mumbai,Cotton,Zaid,21.0,109.2,3310.55,1200.18,452.61,211.23,0.69,0.36,97.98
349,2024-02,Maharashtra,Mumbai,Cotton,Zaid,24.2,141.4,3825.95,858.95,441.3,57.27,0.4,0.85,110.08
350,2024-03,Maharashtra,Mumbai,Cotton,Zaid,19.2,269.5,4611.44,659.1,291.23,187.15,0.65,0.9,109.01
351,2024-04,Maharashtra,Mumbai,Cotton,Zaid,23.6,171.5,2475.81,2977.7,66.02,74.83,0.42,0.37,196.81
352,2024-05,Maharashtra,Mumbai,Cotton,Zaid,37.3,40.1,4291.31,1177.22,358.46,65.78,0.89,0.61,115.53
353,2024-06,Maharashtra,Mumbai,Cotton,Zaid,38.2,169.4,1872.13,3546.21,323.22,141.1,0.71,0.63,199.54
354,2024-07,Maharashtra,Mumbai,Cotton,Zaid,29.8,96.3,3615.43,2364.77,345.87,60.22,0.53,0.83,27.49
355,2024-08,Maharashtra,Mumbai,Cotton,Zaid,18.6,62.4,692.41,1301.35,109.13,268.38,0.03,0.63,164.59
356,2024-09,Maharashtra,Mumbai,Cotton,Zaid,20.7,110.0,567.41,4128.05,351.14,296.25,0.53,0.09,264.29
357,2024-10,Maharashtra,Mumbai,Cotton,Zaid,18.2,269.3,3817.42,2141.97,384.51,57.02,0.88,0.25,30.82
358,2024-11,Maharashtra,Mumbai,Cotton,Zaid,25.4,264.7,2222.6,2973.14,402.72,199.99,0.48,0.86,141.12
359,2024-12,Maharashtra,Mumbai,Cotton,Zaid,37.7,285.5,1915.57,2553.21,168.64,165.89,0.67,0.24,167.04
360,2023-01,Maharashtra,Mumbai,Cotton,Post-Monsoon,23.0,93.5,4081.64,2348.91,109.92,102.86,0.33,0.66,67.72
361,2023-02,Maharashtra,Mumbai,Cotton,Post-Monsoon,33.0,56.9,4663.24,3754.9,295.46,230.68,0.97,0.58,62.93
362,2023-03,Maharashtra,Mumbai,Cotton,Post-Monsoon,36.5,233.5,2629.8,1471.93,373.82,126.8,0.78,0.4,5.55
363,2023-04,Maharashtra,Mumbai,Cotton,Post-Monsoon,21.8,37.7,3367.96,3122.91,56.04,272.15,0.48,0.86,174.92
364,2023-05,Maharashtra,Mumbai,Cotton,Post-Monsoon,27.4,193.3,1877.51,505.54,217.21,100.74,0.14,0.44,20.36
365,2023-06,Maharashtra,Mumbai,Cotton,Post-Monsoon,30.5,227.7,2091.33,986.93,60.12,99.9,0.51,0.81,105.65
366,2023-07,Maharashtra,Mumbai,Cotton,Post-Monsoon,32.1,153.6,3152.32,4484.95,299.88,155.19,0.95,0.4,189.15
367,2023-08,Maharashtra,Mumbai,Cotton,Post-Monsoon,15.6,82.2,4983.61,409.86,138.17,177.43,0.66,0.43,142.3
368,2023-09,Maharashtra,Mumbai,Cotton,Post-Monsoon,37.2,267.2,2266.58,441.67,254.66,101.58,0.45,0.23,22.15
369,2023-10,Maharashtra,Mumbai,Cotton,Post-Monsoon,36.8,106.5,4001.13,1163.47,418.8,100.45,0.87,0.65,111.14
370,2023-11,Maharashtra,Mumbai,Cotton,Post-Monsoon,33.8,236.3,2144.07,3555.37,292.68,176.79,0.36,0.05,179.56
371,2023-12,Maharashtra,Mumbai,Cotton,Post-Monsoon,16.9,252.0,1000.99,401.54,400.12,188.14,0.18,0.62,14.0
372,2024-01,Maharashtra,Mumbai,Cotton,Post-Monsoon,34.8,7.5,503.36,4252.77,283.47,152.4,0.8,0.96,327.19
373,2024-02,Maharashtra,Mumbai,Cotton,Post-Monsoon,31.7,156.0,2129.39,3643.34,81.19,99.01,0.98,0.72,262.55
374,2024-03,Maharashtra,Mumbai,Cotton,Post-Monsoon,32.4,167.1,751.04,883.82,135.05,294.08,0.92,0.82,129.59
375,2024-04,Maharashtra,Mumbai,Cotton,Post-Monsoon,28.9,131.0,4259.53,823.78,140.88,131.47,0.24,0.32,67.5
376,2024-05,Maharashtra,Mumbai,Cotton,Post-Monsoon,39.0,98.3,1463.07,3832.47,298.69,138.51,0.25,0.94,265.14
377,2024-06,Maharashtra,Mumbai,Cotton,Post-Monsoon,37.9,286.0,4456.6,3720.12,132.35,74.76,0.39,0.97,174.75
378,2024-07,Maharashtra,Mumbai,Cotton,Post-Monsoon,25.8,170.2,2148.77,1353.16,153.12,198.94,0.57,0.56,80.13
379,2024-08,Maharashtra,Mumbai,Cotton,Post-Monsoon,15.6,82.6,2267.16,3249.81,298.64,53.87,0.88,0.67,151.82
380,2024-09,Maharashtra,Mumbai,Cotton,Post-Monsoon,18.4,76.7,1399.14,3376.61,208.57,94.6,0.47,0.53,232.28
381,2024-10,Maharashtra,Mumbai,Cotton,Post-Monsoon,30.0,70.1,2001.45,2480.68,67.55,102.55,0.39,0.66,191.52
382,2024-11,Maharashtra,Mumbai,Cotton,Post-Monsoon,25.1,37.9,3867.32,734.32,159.13,227.96,0.16,0.32,68.09
383,2024-12,Maharashtra,Mumbai,Cotton,Post-Monsoon,23.4,162.3,2383.05,3932.47,255.05,104.33,0.27,0.14,202.12
384,2023-01,Maharashtra,Mumbai,Sugarcane,Kharif,29.3,165.4,765.69,1737.31,368.47,225.95,0.12,0.63,124.29
385,2023-02,Maharashtra,Mumbai,Sugarcane,Kharif,33.3,143.7,3699.22,4157.1,495.42,219.36,0.62,0.65,98.54
386,2023-03,Maharashtra,Mumbai,Sugarcane,Kharif,26.1,60.9,4972.55,3836.92,408.38,86.79,0.78,0.49,17.65
387,2023-04,Maharashtra,Mumbai,Sugarcane,Kharif,16.7,76.5,1479.15,1297.18,270.81,223.86,0.94,0.88,71.79
388,2023-05,Maharashtra,Mumbai,Sugarcane,Kharif,27.4,7.5,2621.1,4137.88,389.11,173.57,0.14,0.59,174.79
389,2023-06,Maharashtra,Mumbai,Sugarcane,Kharif,31.4,122.6,3835.6,4487.93,171.93,223.46,0.6,0.82,218.34
390,2023-07,Maharashtra,Mumbai,Sugarcane,Kharif,19.3,44.5,1467.51,2688.0,356.45,214.69,0.55,0.11,110.66
391,2023-08,Maharashtra,Mumbai,Sugarcane,Kharif,35.4,3.5,1032.24,676.57,210.17,80.84,0.85,0.72,59.13
392,2023-09,Maharashtra,Mumbai,Sugarcane,Kharif,30.2,232.8,1613.67,822.03,123.08,88.45,0.25,0.13,70.75
393,2023-10,Maharashtra,Mumbai,Sugarcane,Kharif,28.7,28.4,1229.25,2217.43,110.19,55.74,0.44,0.37,178.98
394,2023-11,Maharashtra,Mumbai,Sugarcane,Kharif,28.9,17.2,1176.87,677.18,117.18,254.34,0.69,0.71,82.61
395,2023-12,Maharashtra,Mumbai,Sugarcane,Kharif,19.3,9.1,2575.41,4138.39,110.16,71.54,0.98,0.46,236.04
396,2024-01,Maharashtra,Mumbai,Sugarcane,Kharif,31.3,175.8,3873.76,4144.89,336.34,152.65,0.96,0.71,135.69
397,2024-02,Maharashtra,Mumbai,Sugarcane,Kharif,38.2,247.9,2224.45,3660.2,159.64,153.47,0.29,0.73,260.23
398,2024-03,Maharashtra,Mumbai,Sugarcane,Kharif,34.9,66.4,1766.58,3967.4,249.35,145.07,0.77,0.99,262.3
399,2024-04,Maharashtra,Mumbai,Sugarcane,Kharif,36.8,294.9,4434.05,685.62,458.03,222.42,0.09,0.67,142.57
400,2024-05,Maharashtra,Mumbai,Sugarcane,Kharif,23.6,170.8,2180.74,2351.57,252.98,141.1,0.71,0.12,93.28
401,2024-06,Maharashtra,Mumbai,Sugarcane,Kharif,34.4,282.3,2664.4,2923.78,211.15,128.81,0.39,0.95,182.91
402,2024-07,Maharashtra,Mumbai,Sugarcane,Kharif,25.3,144.1,1376.98,1975.25,109.56,180.68,0.87,0.72,174.62
